country,total_earnings,total_players,year,iso,code,pbicap,internet,desempleo,elect_acc,movil,poblacion,pea,net_mig,life_exp,CPI,gdp_gr,inflacion
New Zealand,270752.43,80,2018-01-01,NZ,554,43236.8866923404,89.0,4.34,100.0,130.5976242,4900600.0,3204517.0,80419.0,81.7073170731707,87.0,1.68730805478903,1.75240141778292
Portugal,265951.26,194,2018-01-01,PT,620,23562.5545228191,74.66096815,6.99,100.0,115.2549871,10283822.0,6635449.0,10177.0,81.3243902439024,64.0,3.01412372965098,1.8129967517081
South Africa,261704.34,142,2018-01-01,ZA,710,7067.72416484458,62.4,24.22,84.7,161.1938374,57339635.0,37537017.0,27265.0,65.674,43.0,0.319770420910046,3.99329508557696
Austria,255275.75,184,2018-01-01,AT,040,51466.5565633634,87.47913723,4.93,100.0,124.2461975,8840521.0,5906977.0,35404.0,81.6926829268293,76.0,1.92771305987296,1.83806444755734
Romania,237885.09,102,2018-01-01,RO,642,12494.4235789649,70.68127793,4.19,99.8226547241211,115.4396415,19473970.0,12872277.0,-57865.0,75.3585365853659,47.0,6.65376580785784,6.21227261174357
Bosnia and Herzegovina,232758.45,12,2018-01-01,BA,070,6024.49314979655,70.12013504,18.4,100.0,101.7919614,3400129.0,2324768.0,-29154.0,77.093,38.0,5.04583814593265,2.79162490401892
Latvia,225604.77,94,2018-01-01,LV,428,17865.0310947642,83.57717486,7.41,100.0,106.9512252,1927174.0,1228121.0,-8632.0,74.7829268292683,58.0,4.80391392484378,3.89257047226215
Peru,202527.19,108,2018-01-01,PE,604,6912.10398761205,55.05433424,3.49,95.2,130.8994047,32203944.0,20759621.0,326831.0,76.009,35.0,2.03724979302511,2.27741531762133
Ireland,187334.96,60,2018-01-01,IE,372,79446.9391085469,87.00014011,5.74,100.0,102.8335051,4867316.0,3178909.0,33647.0,82.2048780487805,73.0,7.13477339709543,1.12003223626651
Macao,172189.85,15,2018-01-01,MO,446,84779.4536941057,83.79408961,1.83,100.0,335.0574739,650991.0,494275.0,8219.0,84.928,,4.38132728884378,3.54294710065504
Slovenia,158928.49,32,2018-01-01,SI,705,26123.7471277911,79.7499766,5.13,100.0,117.0914525,2073894.0,1361372.0,7559.0,81.3780487804878,60.0,4.07631630530021,2.1125914748453
Chile,155351.8,118,2018-01-01,CL,152,15820.0333571155,84.9,7.21,100.0,134.6365175,18701450.0,12909544.0,237358.0,80.133,67.0,2.13907818098535,1.59019973757384
India,144575.13,124,2018-01-01,IN,356,1974.3777314935,20.08130004,7.65,95.7,85.90350833,1369003306.0,912553718.0,-561563.0,70.71,41.0,5.30240867438407,3.88424027914405
Colombia,99811.06,41,2018-01-01,CO,170,6782.03792033195,64.12637682,9.36,98.5,130.9211763,49276961.0,34124172.0,494364.0,76.748,36.0,0.638439615993107,4.63057967327826
United Arab Emirates,69672.84,28,2018-01-01,AE,784,46722.2687183733,98.45000178,2.24,100.0,219.700673,9140169.0,7700679.0,-8582.0,79.627,70.0,0.517239888578146,7.93674803487896
"Moldova, Republic of",64777.79,7,2018-01-01,MD,0,4156.95750022299,50.3,1.24,99.99,115.7581058,2707203.0,1844857.0,-36088.0,70.492,33.0,5.92036718190722,3.21103213223728
Armenia,64710.02,17,2018-01-01,AM,051,4391.92326991474,68.24505226,13.21,99.9,126.1831509,2836557.0,1933718.0,-25835.0,75.064,35.0,5.76988214903176,2.78770951425761
Malta,53229.74,41,2018-01-01,MT,470,31785.8848300917,81.65804429,3.66,100.0,125.2767573,484630.0,328560.0,11180.0,82.4487804878049,54.0,3.7300762666413,1.73279776847993
Mongolia,47936.18,21,2018-01-01,MN,496,4165.02282101895,47.13000188,5.38,98.1,133.4403606,3163991.0,2052768.0,11426.0,71.199,37.0,5.43057257328132,7.96061586470999
Iceland,47050.97,16,2018-01-01,IS,352,74452.1890731447,99.01095399,2.7,100.0,116.5506905,352721.0,235299.0,6611.0,82.8609756097561,76.0,2.11737323957688,2.63161215080015
Uruguay,39266.96,20,2018-01-01,UY,858,19026.0498173005,80.72684288,8.34,99.8,130.1172556,3427042.0,2209721.0,-2963.0,77.611,70.0,0.0144915655816646,7.30210249067585
Kuwait,38702.09,26,2018-01-01,KW,414,32012.1875249538,99.59884959,2.185,100.0,164.4554959,4317185.0,3268653.0,144967.0,79.722,41.0,-2.12827593203232,11.2779686478212
North Macedonia,35762.5,10,2018-01-01,MK,0,6108.73917044261,79.16775519,21.2,99.8,93.16855383,2076217.0,1448329.0,-1000.0,76.6487804878049,37.0,2.79561511891441,3.92615528936682
Cuba,32998.35,4,2018-01-01,CU,192,8831.91040872027,62.67892362,1.7,99.6126251220703,47.43291193,11328244.0,7806524.0,-14219.0,77.496,47.0,2.32160916364217,1.03226933491902
Panama,31585.0,7,2018-01-01,PA,591,16156.0742859681,61.80553132,5.218,93.8,137.3834585,4165255.0,2699517.0,11130.0,77.863,37.0,1.96303772715136,4.33991225461273
Morocco,28649.29,13,2018-01-01,MA,504,3492.67260742188,64.80386519,9.729,98.1,124.1715549,35927511.0,23685420.0,-89007.0,73.986,43.0,1.89944589579329,0.939181637531973
Venezuela,26318.5,17,2018-01-01,VE,862,,,5.512,99.8781967163086,69.50784615,29825653.0,19204694.0,-1356759.0,71.979,18.0,,
Ecuador,11593.33,3,2018-01-01,EC,218,6321.34940071717,57.5,3.53,98.7,92.69594524,17015672.0,11112458.0,153372.0,77.094,34.0,-0.608002128663117,1.81887357109554
Uzbekistan,7430.59,5,2018-01-01,UZ,860,1604.25864156544,55.20000067,5.379,99.9921875,71.57614633,32956100.0,21843170.0,-60066.0,71.149,23.0,4.05650668062363,26.9223953823195
Azerbaijan,7035.21,12,2018-01-01,AZ,031,4739.7943123408,79.79999549,4.9,100.0,101.8436601,9939771.0,6904446.0,1583.0,72.76,25.0,0.624486167739661,12.1848769569655
Bahrain,5867.82,3,2018-01-01,BH,048,25415.8466249472,98.64467258,1.198,100.0,140.7017898,1487340.0,1149269.0,-3601.0,79.857,36.0,0.0167861091434816,4.36006188422726
"Iran, Islamic Republic of",5596.5,23,2018-01-01,IR,0,3850.75125293224,70.200565,12.19,100.0,103.6264522,85617562.0,59397335.0,-29981.0,76.195,28.0,-3.11349170944678,31.6411842965085
Costa Rica,2091.56,6,2018-01-01,CR,188,12383.1499522763,73.47972844,9.01,99.7,168.5386493,5040734.0,3471412.0,4198.0,79.484,56.0,1.66130830846163,2.1924784282276
Albania,1346.55,3,2018-01-01,AL,008,5287.66080067575,65.4,12.3,100.0,94.36446759,2866376.0,1951044.0,-9106.0,79.184,36.0,4.27631155105293,1.47295348748196
United States,46457446.65,6279,2019-01-01,US,840,65120.3946628653,89.43028486,3.67,100.0,106.4140195,328329953.0,214965169.0,1158444.0,78.7878048780488,69.0,1.82966838809384,1.79393050089551
China,24847573.47,1455,2019-01-01,CN,156,10143.8602205959,64.0808813,4.56,100.0,122.8132903,1407745000.0,981428759.0,-302609.0,77.968,41.0,5.57531686365964,1.28670040643908
"Korea, Republic of",17389023.94,1226,2019-01-01,KR,0,31902.4169048194,96.15757918,3.75,100.0,132.9873505,51764822.0,37519554.0,110799.0,83.2268292682927,59.0,1.8889146004307,-0.839325308149668
France,10708671.43,1340,2019-01-01,FR,250,40494.8982936276,83.33974409,8.41,100.0,111.8637727,67388001.0,41525825.0,17403.0,82.8268292682927,69.0,1.49589898756051,1.27859214632949
Finland,9981949.03,388,2019-01-01,FI,246,48629.8582283032,89.60738511,6.69,100.0,129.4929527,5521606.0,3426873.0,15558.0,81.9829268292683,86.0,1.11326909206437,1.49655419230197
Denmark,9851072.45,525,2019-01-01,DK,208,59592.9806886454,98.04643475,5.02,100.0,124.9761468,5814422.0,3710063.0,23305.0,81.4512195121951,87.0,1.13065749415978,1.04879424424314
Canada,8161940.37,977,2019-01-01,CA,124,46374.1527517191,91.91289669,5.69,100.0,91.59004081,37601230.0,24987960.0,391914.0,82.2239024390244,77.0,0.455346530493799,1.54607075438069
United Kingdom,7223441.61,1015,2019-01-01,GB,826,42662.5353740311,92.51662855,3.74,100.0,120.8484884,66836327.0,42504702.0,221179.0,81.4048780487805,77.0,1.06983334867479,2.11573274293868
Sweden,7073564.19,597,2019-01-01,SE,752,51939.4297445291,94.49344341,6.83,100.0,125.5936109,10278887.0,6402513.0,81585.0,83.109756097561,85.0,0.957561656419784,2.54687548145611
Australia,6916060.41,941,2019-01-01,AU,036,55049.571919719,93.60991916,5.16,100.0,110.29622,25334826.0,16566343.0,235860.0,82.9,77.0,0.682490945150491,3.46372273602202
Brazil,6374129.77,1209,2019-01-01,BR,076,8845.32414932264,73.91243991,11.94,99.8,95.38505233,211782878.0,147950382.0,69186.0,75.338,35.0,0.448280407148658,4.22425886899158
Germany,6224021.2,1196,2019-01-01,DE,276,46805.1384334439,88.13451691,3.14,100.0,128.9265144,83092962.0,53703580.0,360560.0,81.2926829268293,80.0,0.847783197111852,2.13030905148273
Russian Federation,6032601.4,897,2019-01-01,RU,643,11536.2587890625,82.64216187,4.5,99.7779693603516,164.3876311,144406261.0,97376270.0,333509.0,73.0839024390244,28.0,2.24397951657973,3.26313281881684
Japan,3666316.79,712,2019-01-01,JP,392,40415.9567649547,92.73039781,2.35,100.0,148.2722187,126633000.0,74267895.0,183953.0,84.3563414634146,73.0,-0.262170828589063,0.63480316569607
Norway,3602053.79,245,2019-01-01,NO,578,76430.5889473338,98.00000439,3.69,100.0,107.9941993,5347896.0,3485000.0,25564.0,82.9585365853659,84.0,0.443429279720704,-0.548467415755809
Philippines,3454042.11,318,2019-01-01,PH,608,3413.84904430419,43.02661187,2.24,95.2904739379883,151.5865313,110380804.0,70261944.0,-24066.0,71.865,34.0,4.37652555122709,0.697076301045342
Netherlands,3249907.89,493,2019-01-01,NL,528,52476.2732533327,93.2885906,3.38,100.0,125.3335923,17344874.0,11262366.0,60266.0,82.1121951219512,82.0,1.28988912106223,3.03273379248688
Poland,3066070.59,539,2019-01-01,PL,616,15700.0135796738,80.43590688,3.28,100.0,125.7168536,37965475.0,25389267.0,-2974.0,77.9048780487805,58.0,4.47550510562556,3.03253664890715
Austria,2819763.06,206,2019-01-01,AT,040,50067.5857265892,87.75220479,4.56,100.0,120.7891044,8879920.0,5918009.0,41105.0,81.8951219512195,77.0,1.00040695317784,1.60787622974401
Thailand,2556184.41,626,2019-01-01,TH,764,7628.57603307351,66.65241946,0.72,99.9,181.7670258,71307763.0,50247486.0,3758.0,78.975,36.0,1.85684899765484,1.01442340642497
Malaysia,2486373.53,296,2019-01-01,MY,458,11132.1027429418,84.18714501,3.26,100.0,135.9610804,32804020.0,22837979.0,60824.0,75.76,53.0,3.12489613274091,0.0718269093121364
Bulgaria,2301167.58,86,2019-01-01,BG,100,9874.33632625168,67.94698094,4.23,99.1950073242188,115.3427025,6975761.0,4463647.0,-11439.0,75.1121951219512,43.0,4.77008195264021,5.23925655379578
Argentina,2228729.79,241,2019-01-01,AR,032,9963.67416171662,79.94695203,9.84,100.0,125.9409814,44938712.0,28967430.0,4478.0,77.284,45.0,-2.96956249866219,49.1955790596612
Indonesia,2108230.46,696,2019-01-01,ID,360,4151.22755440796,47.69064898,3.59,98.85,126.5946679,269582878.0,181816710.0,-40567.0,70.518,40.0,4.03913565656795,1.59848849984144
Spain,1944381.62,541,2019-01-01,ES,724,29581.5185513299,90.71866533,14.1,100.0,117.4481914,47134837.0,31046581.0,458942.0,83.8317073170732,62.0,1.25463175469125,1.44735843001939
Hong Kong,1614108.88,99,2019-01-01,HK,0,48359.0011950597,91.74340039,2.92,100.0,286.2244771,7507900.0,5241156.0,,85.1558536585366,76.0,-2.39667072539321,2.0449584136674
Viet Nam,1469586.6,554,2019-01-01,VN,0,3491.09140990663,68.66158021,1.68,99.4,142.2374996,95776716.0,66150523.0,-4028.0,74.093,37.0,6.39258594504489,2.42322694229267
Ukraine,1395063.29,304,2019-01-01,UA,804,3661.45776367188,70.1248443,8.19,100.0,130.6294363,44386203.0,30039824.0,-7812.0,71.8273170731707,30.0,3.79372391176472,8.24622626642469
Italy,1239617.96,252,2019-01-01,IT,380,33673.7509627421,67.85071029,9.95,100.0,133.0713342,59729081.0,38153861.0,21615.0,83.4975609756098,53.0,1.64850339347826,0.938114135013862
Lebanon,1168118.58,30,2019-01-01,LB,422,8925.42186017072,79.7588832,11.3,99.9504852294922,73.29697162,5781907.0,3664342.0,-237572.0,79.236,28.0,-4.19522551235833,4.09482315573024
Belgium,1065164.96,201,2019-01-01,BE,056,46641.7214017087,90.27542801,5.36,100.0,99.99135577,11488980.0,7366035.0,54395.0,81.9951219512195,75.0,1.68975368856101,1.76809741631743
Romania,1063526.31,103,2019-01-01,RO,642,12957.9991142218,73.65747575,3.91,100.0,116.1173683,19371648.0,12720436.0,-25453.0,75.6073170731707,44.0,4.40172136610761,6.80532496653751
Estonia,1008902.87,46,2019-01-01,EE,233,23424.4847073518,90.2289282,4.45,100.0,147.0228833,1326898.0,844746.0,5410.0,78.6463414634147,74.0,3.35497243936102,3.20705842626813
Peru,993038.28,126,2019-01-01,PE,604,6955.88082448096,59.9505036,3.38,95.551360223182,121.3854737,32824861.0,21270229.0,136558.0,76.156,36.0,0.306641968886368,1.87221626775495
Switzerland,937407.25,184,2019-01-01,CH,756,84121.9310304414,93.14608695,4.39,100.0,126.9492891,8575280.0,5694350.0,43546.0,83.9048780487805,85.0,0.423089768227314,-0.103895158007788
Mexico,861141.24,190,2019-01-01,MX,484,10434.5783651735,69.63210927,3.48,99.6,97.561569,125085311.0,83031838.0,-47764.0,74.202,29.0,-1.13234162481218,4.28758053550031
India,811459.19,251,2019-01-01,IN,356,2050.1638002619,29.52351142,6.51,95.8859405517578,83.25286162,1383112050.0,925771433.0,-593495.0,70.91,41.0,2.81187310084181,2.4055171623353
Saudi Arabia,786636.98,124,2019-01-01,SA,682,23405.7060995766,95.7247356,5.64,99.99,115.2711969,35827362.0,25696441.0,241172.0,77.304,53.0,-1.44520818534598,-1.76482099351951
Turkey,783886.2,202,2019-01-01,TR,792,9215.44087472889,73.97670229,13.67,100.0,96.77676962,82579440.0,56275313.0,-218341.0,77.832,39.0,-0.612618493559708,13.8677352522894
New Zealand,771751.75,101,2019-01-01,NZ,554,42796.4305818389,89.86372003,4.11,100.0,121.2131234,4979200.0,3257548.0,103392.0,82.0560975609756,87.0,0.828804838155989,3.10008899782621
Israel,727147.8,77,2019-01-01,IL,376,44452.2325623093,86.78787762,3.73,100.0,135.9213376,9054000.0,5439187.0,16132.0,82.8048780487805,60.0,2.18667357283937,1.83647019726104
Pakistan,638113.55,105,2019-01-01,PK,586,1437.1658330724,17.07090172,4.83,93.9,74.07560451,223293280.0,130195040.0,-1177218.0,66.756,32.0,0.862674221586389,9.03633484170507
Czech Republic,597568.74,248,2019-01-01,CZ,203,23664.8478631108,80.86694441,2.02,100.0,124.3382405,10671870.0,6863717.0,4030.0,79.2292682926829,56.0,2.62495626738699,3.88895344602105
Kazakhstan,526841.8,105,2019-01-01,KZ,398,9812.59552626324,81.87762047,4.8,100.0,137.1299254,18513673.0,11743234.0,-37080.0,73.18,34.0,3.16101154086459,7.63328623733945
Singapore,513983.22,221,2019-01-01,SG,702,66070.4868123062,88.94925269,3.1,100.0,154.0006188,5703569.0,4311715.0,40624.0,83.5951219512195,85.0,0.178353464947364,-0.201648173263933
Belarus,505548.43,120,2019-01-01,BY,112,6837.76832136779,82.78915209,4.16,100.0,120.1910673,9419758.0,6308566.0,15082.0,74.2268292682927,45.0,1.65111819575279,8.57690850921516
Portugal,484187.54,241,2019-01-01,PT,620,23330.817288932,75.34637794,6.46,100.0,115.7418865,10286263.0,6619299.0,43656.0,81.6756097560976,62.0,2.65839260557085,1.74945223999291
Slovenia,474904.51,51,2019-01-01,SI,705,26042.4463468032,83.1083578,4.45,100.0,118.8876247,2088385.0,1360022.0,7427.0,81.5292682926829,60.0,2.80435041419331,2.29485081978052
Slovakia,410407.72,64,2019-01-01,SK,0,19381.8905468746,82.8536605,5.76,100.0,135.6735811,5454147.0,3703157.0,3378.0,77.6658536585366,50.0,2.37262351593202,2.49431822113719
Lithuania,363173.02,88,2019-01-01,LT,440,19615.5491450175,81.58186838,6.26,100.0,130.0157981,2794137.0,1811934.0,-13398.0,76.2829268292683,60.0,4.94310000159899,2.77156306285475
Croatia,289761.1,63,2019-01-01,HR,191,15120.9029026824,79.07978368,6.62,100.0,106.6565741,4065253.0,2628491.0,-12480.0,78.4243902439025,47.0,3.97429329895074,2.00508096122299
Latvia,260362.38,83,2019-01-01,LV,428,17883.3494113217,86.13545644,6.31,100.0,108.0924889,1913822.0,1212103.0,-7903.0,75.3878048780488,56.0,1.28926269967,4.25589850087644
Bosnia and Herzegovina,248754.99,19,2019-01-01,BA,070,6094.72482322311,69.94634763,15.69,100.0,111.7477784,3360711.0,2279522.0,-27848.0,77.241,36.0,4.09411575032696,2.47150468459363
Hungary,232950.7,128,2019-01-01,HU,348,16786.2136399075,80.37169361,3.42,100.0,105.1259564,9771141.0,6433226.0,33559.0,76.3195121951219,44.0,4.91169352525995,4.78502518079389
Ireland,231980.57,79,2019-01-01,IE,372,80848.3019020489,87.00005524,4.95,100.0,105.3980591,4934340.0,3222077.0,29113.0,82.7024390243903,74.0,3.86745063863189,3.35541152264082
Greece,217996.22,95,2019-01-01,GR,300,19143.8876174584,75.67120669,17.04,100.0,112.370475,10721582.0,6845559.0,-21581.0,81.6390243902439,48.0,1.98686576653837,0.226845195063973
Chile,193101.49,121,2019-01-01,CL,152,14632.6903076927,85.01758384,7.27,100.0,131.5774455,19039485.0,13146408.0,230162.0,80.326,67.0,-1.04550574088437,2.57259820881472
Macao,180421.62,17,2019-01-01,MO,446,82998.6361006441,86.46792571,1.75,100.0,420.8530977,663653.0,497448.0,8578.0,84.978,,-4.42253742070947,2.40360427897856
United Arab Emirates,131597.67,50,2019-01-01,AE,784,45376.1708381558,99.14999796,2.33,100.0,212.804439,9211657.0,7720914.0,-4466.0,79.726,71.0,0.323686531170736,-3.19440940863002
South Africa,119448.11,94,2019-01-01,ZA,710,6702.52661666304,69.69687508,25.54,85.0,166.9433215,58087055.0,37933572.0,22728.0,66.175,44.0,-1.03013294248167,4.61352468937162
North Macedonia,115936.88,22,2019-01-01,MK,0,6070.38805358275,81.41288276,17.39,100.0,90.86343805,2076694.0,1443773.0,-987.0,76.6024390243903,35.0,3.88655214622943,0.86816868476069
Uzbekistan,103733.93,21,2019-01-01,UZ,860,1795.20176845657,70.39999865,4.92,99.9989929199219,101.2222235,33580350.0,22105578.0,-69397.0,71.344,25.0,4.01139218369858,17.8148511042514
Uruguay,79749.08,25,2019-01-01,UY,858,18098.361548609,83.35153377,8.73,99.9,132.0241348,3428409.0,2216931.0,-2902.0,77.508,71.0,0.704262097511574,8.38584775298929
Iceland,74134.78,46,2019-01-01,IS,352,68452.23622306,99.50494117,3.51,100.0,114.5997217,360563.0,240991.0,5152.0,83.1634146341463,78.0,-0.354233392746096,4.4567758015221
Mongolia,65371.08,28,2019-01-01,MN,496,4394.94715044543,51.07999408,5.736,98.9232559204102,136.705791,3232430.0,2072919.0,10664.0,71.822,35.0,3.36636842682287,9.97221325666415
Colombia,60087.93,55,2019-01-01,CO,170,6436.50921529527,65.00690072,10.28,99.4442596435547,132.0713308,50187406.0,34864151.0,395803.0,76.752,37.0,1.31495237842461,4.0026205429363
Cuba,45402.33,16,2019-01-01,CU,192,9139.38051005519,67.97080866,1.2,99.8,53.39569959,11316697.0,7779726.0,-13686.0,77.611,48.0,-0.0612185571724808,3.54474299448344
Morocco,38572.69,27,2019-01-01,MA,504,3498.58276367188,84.12036305,9.668,99.6,127.9529984,36304408.0,23897197.0,-91959.0,74.27,41.0,1.80265718208821,0.816805456485284
Malta,38526.34,39,2019-01-01,MT,470,31727.0070746362,85.77859638,3.62,100.0,125.9617103,504062.0,342157.0,11247.0,82.8585365853659,54.0,2.93152629277003,2.29750730515386
Albania,37459.64,14,2019-01-01,AL,008,5396.2142432843,68.55039112,11.47,100.0,91.51642864,2854191.0,1937930.0,-8889.0,79.282,35.0,2.52354084280566,1.25702482876329
Azerbaijan,32767.62,48,2019-01-01,AZ,031,4805.75371765917,81.09999907,5.0,100.0,105.0577494,10024283.0,6951369.0,392.0,73.102,30.0,1.63585048130741,-0.241307927446329
"Iran, Islamic Republic of",32656.74,53,2019-01-01,IR,0,3276.75326508099,72.45090477,10.74,100.0,136.3859613,86564202.0,59806077.0,-34571.0,76.103,26.0,-4.13057879491164,30.5348662272656
Kuwait,29611.09,20,2019-01-01,KW,414,30666.2371314234,99.54267645,2.213,100.0,164.9822792,4441100.0,3359191.0,9088.0,79.685,40.0,-3.32674574935527,-0.364836530022842
Costa Rica,28138.87,29,2019-01-01,CR,188,12669.3411549351,81.20259644,10.81,99.71,143.7687874,5084532.0,3501710.0,4154.0,79.427,56.0,1.53529056591222,2.56679211775625
Armenia,26845.97,10,2019-01-01,AM,051,4828.50488626598,66.54394969,12.2,100.0,128.2969735,2820602.0,1908739.0,-25363.0,75.439,42.0,8.20864949959488,1.06562263923419
Bahrain,14879.49,5,2019-01-01,BH,048,25869.1129129041,99.70150438,1.22,100.0,128.4065325,1494188.0,1150279.0,-17127.0,80.019,42.0,1.69872414350014,0.0832617803389297
"Moldova, Republic of",13143.1,10,2019-01-01,MD,0,4404.95042249597,57.76048611,1.5,100.0,116.2198572,2664224.0,1798902.0,-28328.0,70.935,32.0,5.22280984962049,5.35171200346649
Venezuela,12193.37,31,2019-01-01,VE,862,,,5.923,99.8447799682617,63.77343008,28971683.0,18476193.0,-976460.0,72.161,16.0,,
Ecuador,10249.84,18,2019-01-01,EC,218,6233.25816692363,59.2,3.81,99.09,91.40531396,17343740.0,11388419.0,71801.0,77.297,38.0,-1.87968820683531,0.495450027557041
Panama,1338.51,9,2019-01-01,PA,591,16472.8317470488,63.62841477,6.33,93.9,137.6404715,4232532.0,2746092.0,10623.0,77.81,36.0,1.6401875183941,0.315250866507228
United States,25799228.64,5668,2020-01-01,US,840,63528.6343027508,90.62047017,8.05,100.0,104.9353748,331511512.0,216361818.0,675560.0,76.9804878048781,67.0,-3.70095252825833,1.30491207120562
China,24301630.2,1614,2020-01-01,CN,156,10408.7195541075,70.05275998,5.0,100.0,120.5961882,1411100000.0,978973451.0,-33649.0,78.077,42.0,1.99555804231497,0.492493917873077
"Korea, Republic of",11169829.85,1115,2020-01-01,KR,0,31721.2989141857,96.50506052,3.93,100.0,136.0094467,51836239.0,37324433.0,,83.4268292682927,61.0,-0.846212237799236,1.56374685675343
Brazil,6045315.53,1153,2020-01-01,BR,076,6923.6999117682,81.34269353,13.7,99.7027130126953,96.54706819,213196304.0,148969796.0,56880.0,74.009,38.0,-3.91800417154039,6.47249960755747
France,5650418.6,1154,2020-01-01,FR,250,39179.7442596057,84.70640914,8.01,100.0,112.8271405,67571107.0,41514540.0,18335.0,82.1756097560976,69.0,-7.7910085087493,2.83987619551208
United Kingdom,5018460.54,936,2020-01-01,GB,826,40217.0090116986,94.81820132,4.472,100.0,117.8163133,67081234.0,42589297.0,211063.0,80.3512195121951,77.0,-10.687168020963,5.08362342906076
Russian Federation,4874627.44,929,2020-01-01,RU,643,10194.44140625,84.99466978,5.59,99.8977813720703,163.5893357,144073139.0,96548398.0,340711.0,71.3387804878049,30.0,-2.4510269293305,0.898246027195242
Germany,4444332.44,1275,2020-01-01,DE,276,46749.4762280016,89.81294133,3.86,100.0,128.8867207,83160871.0,53459730.0,334055.0,81.0414634146342,80.0,-3.90530358342936,1.87258564805592
Denmark,4416543.48,485,2020-01-01,DK,208,60836.5924121638,96.54914573,5.64,100.0,124.4957422,5831404.0,3713686.0,23076.0,81.6024390243903,88.0,-2.70866841979111,2.92632531177568
Canada,4037216.43,853,2020-01-01,CA,124,43562.4358311849,92.3,9.66,100.0,85.40841921,38007166.0,25127758.0,195181.0,81.6604878048781,77.0,-6.0524737471716,1.07081026807496
Thailand,3270764.54,766,2020-01-01,TH,764,7001.78546023389,77.84374066,1.1,100.0,162.7043297,71475664.0,50092759.0,35526.0,79.274,36.0,-6.28758089052563,-1.28194431763421
Japan,3082980.3,766,2020-01-01,JP,392,40040.7655055923,90.21945812,2.81,100.0,155.7389638,126261000.0,73864092.0,87584.0,84.56,74.0,-3.86470966963243,0.941449700794308
Sweden,2910020.4,557,2020-01-01,SE,752,52837.9039778149,94.53943122,8.29,100.0,123.3665446,10353442.0,6442152.0,81066.0,82.3560975609756,85.0,-2.87468419018519,1.99404592785966
Indonesia,2684022.17,732,2020-01-01,ID,360,3895.61815200225,53.72649449,4.25,96.95,130.8110952,271857970.0,183698630.0,-24999.0,68.808,37.0,-2.88509409342301,-0.401651435218994
Australia,2586029.95,825,2020-01-01,AU,036,51868.2475567823,96.39446689,6.46,100.0,105.231579,25649248.0,16729640.0,117929.0,83.2,77.0,-1.55643630102695,2.11382544142691
Poland,1992056.9,602,2020-01-01,PL,616,15816.8204021382,83.18488715,3.16,100.0,128.4226449,37899070.0,25118729.0,-779.0,76.5,56.0,-1.84839482693985,4.25503894138546
Finland,1881240.4,431,2020-01-01,FI,246,49169.7193388499,92.17027106,7.76,100.0,128.7646479,5529543.0,3419944.0,17482.0,81.9317073170732,85.0,-2.49512296758466,1.63467899810999
Viet Nam,1596052.73,674,2020-01-01,VN,0,3586.34717624763,70.30000012,2.1,99.8,143.7522156,96648685.0,66571089.0,-2016.0,75.378,36.0,1.9373565936546,1.46747814810814
Spain,1583735.09,604,2020-01-01,ES,724,26984.2962770279,93.20564892,15.53,100.0,117.4899328,47365655.0,31229056.0,208791.0,82.3317073170732,62.0,-11.6001893006088,1.13764340211205
Netherlands,1433655.71,442,2020-01-01,NL,528,52162.5701150406,91.33333333,3.82,100.0,122.8307665,17441500.0,11293838.0,58816.0,81.3585365853659,82.0,-4.41855550924734,1.92857201636885
Norway,1409289.9,251,2020-01-01,NO,578,68340.0181033702,94.60755647,4.42,100.0,108.285471,5379475.0,3499828.0,10756.0,83.209756097561,84.0,-1.85769610859076,-2.51726059053333
Ukraine,1331784.36,246,2020-01-01,UA,804,3751.7373046875,75.03790912,9.48,100.0,129.3411657,44132049.0,29781504.0,-2173.0,71.1851219512195,33.0,-3.10165858921107,10.2949442779935
Malaysia,1039791.63,294,2020-01-01,MY,458,10164.344431073,89.55501192,4.54,100.0,131.6976181,33199993.0,23144110.0,57483.0,75.938,51.0,-6.58445333067471,-0.818007729183023
Mexico,971090.21,304,2020-01-01,MX,484,8894.89065003643,71.49017499,4.44,99.4,97.53972081,125998302.0,83967738.0,-9949.0,70.133,31.0,-9.31350271613651,4.84133265906684
Philippines,963981.65,310,2020-01-01,PH,608,3224.42281121767,47.11190815,2.52,96.3902893066406,133.3257005,112190977.0,71618946.0,-41937.0,72.119,34.0,-10.9781941392831,1.6504901854719
Saudi Arabia,938168.72,199,2020-01-01,SA,682,20398.0609870951,97.8623325,7.45,99.99,120.052537,35997107.0,25760357.0,-1025295.0,76.239,53.0,-4.79246757029121,-8.46317825419615
Turkey,894400.47,263,2020-01-01,TR,792,8638.73913259299,77.6695605,13.11,100.0,97.61417509,83384680.0,56790674.0,-80952.0,75.85,40.0,0.876186370101166,14.7893757412251
Argentina,876342.14,277,2020-01-01,AR,032,8500.83793850534,85.51438646,11.46,100.0,121.6001889,45376763.0,29320716.0,2344.0,75.892,42.0,-10.7702732277494,40.0830878011993
Italy,863549.53,293,2020-01-01,IT,380,31922.9191626183,70.48342785,9.16,100.0,130.3870472,59438851.0,37904109.0,28021.0,82.1951219512195,53.0,-8.52972827622958,1.57917145706057
Singapore,688989.55,205,2020-01-01,SG,702,61273.9916594455,92.00434653,4.1,100.0,142.8931601,5685807.0,4246955.0,21324.0,83.5439024390244,85.0,-3.60084808580315,-2.6964548484051
