country,total_earnings,total_players,year,iso,code,pbicap,internet,desempleo,elect_acc,movil,poblacion,pea,net_mig,life_exp,CPI,gdp_gr,inflacion
Switzerland,1588.8,5,2009-01-01,CH,756,71568.3123885672,81.3,4.11,100.0,120.5339002,7743831.0,5277274.0,69106.0,82.0439024390244,,-3.51055886020198,0.457543979622471
Latvia,1507.09,6,2009-01-01,LV,428,12331.9285524089,66.84,17.51,100.0,108.3402116,2141669.0,1443882.0,-15152.0,73.0804878048781,,-12.8328031209275,-9.65367579737001
Ireland,1279.18,4,2009-01-01,IE,372,52133.0906162544,67.38,12.61,100.0,104.5492103,4535375.0,3095102.0,-18556.0,80.190243902439,,-6.05481196628648,-4.62459815527481
Viet Nam,1263.25,22,2009-01-01,VN,0,1225.84500948487,26.55,1.74,96.1,113.5761578,86482923.0,59506384.0,-18546.0,73.498,,4.31850501441571,6.21562315120568
Pakistan,1100.0,6,2009-01-01,PK,586,985.349300762774,7.5,0.54,82.480354309082,49.62151862,190123222.0,107842466.0,-338507.0,64.14,,1.19149790702573,12.3746262931271
Uzbekistan,1000.0,5,2009-01-01,UZ,860,1213.26532816388,11.9,5.04,99.5404434204102,58.28601992,27767400.0,18223588.0,-20379.0,68.871,,6.24304120838426,17.2615651342413
Peru,787.27,2,2009-01-01,PE,604,4164.97048299155,31.4,3.96,86.42432,85.14627675,29009326.0,18247534.0,-219304.0,73.466,,0.387889020776356,2.06369833440615
United Arab Emirates,600.0,6,2009-01-01,AE,784,31722.5887637992,64.0,2.887,100.0,133.5212478,7992644.0,6872266.0,783241.0,78.003,,-17.1453939003606,-15.1829798840051
Indonesia,600.0,2,2009-01-01,ID,360,2239.09526529896,6.92,6.11,93.55,67.92102195,240981299.0,159186119.0,-98211.0,68.494,,3.30690394106003,8.27475243197149
Slovenia,553.12,1,2009-01-01,SI,705,24792.1279805504,64.0,5.89,100.0,102.6817359,2039669.0,1420914.0,7660.0,78.9707317073171,,-8.38031959236709,3.39968089051037
Iceland,426.5,1,2009-01-01,IS,352,41301.273219718,93.0,7.22,100.0,106.5605395,318499.0,214379.0,-4793.0,81.7512195121951,,-7.9783624054085,10.8047085143171
"Iran, Islamic Republic of",420.12,1,2009-01-01,IR,0,5602.5562818391,13.8,12.11,99.71,70.71192328,74322685.0,53938357.0,99224.0,72.698,,-0.357484605466496,4.59851691322106
Ecuador,182.62,1,2009-01-01,EC,218,4240.70259271564,24.6,4.61,96.470862,89.81868124,14742766.0,9240065.0,-8487.0,75.184,,-1.1113644744221,0.655537559193846
Lithuania,180.53,2,2009-01-01,LT,440,11820.7761591359,59.76,13.79,99.4998321533203,155.9984832,3162916.0,2126621.0,-30706.0,72.9146341463415,,-13.8877533571244,-3.29603877370516
India,100.0,1,2009-01-01,IN,356,1096.63613605519,5.12,8.383,75.0,42.91212541,1223640160.0,777995638.0,-803437.0,66.513,,6.3717093880106,7.04036543443634
Philippines,100.0,1,2009-01-01,PH,608,1893.28164063577,9.0,3.86,84.3,81.32235128,92946951.0,56592948.0,-232359.0,70.633,,-0.401300433448426,2.73825856642382
Saudi Arabia,0.0,1,2009-01-01,SA,682,15064.6312806896,38.0,5.38,100.0,157.5083371,28483797.0,19263947.0,494189.0,75.431,,-5.65741803716746,-15.7132304263436
United States,1594769.33,636,2010-01-01,US,840,48650.6431283336,71.69,9.63,100.0,91.6239454,309327143.0,207573780.0,1030731.0,78.5414634146342,,1.86029167805893,1.20179162538872
"Korea, Republic of",1455668.07,253,2010-01-01,KR,0,23079.2601257735,83.7,3.32,100.0,104.0034362,49554112.0,35953443.0,56092.0,80.1170731707317,,6.27401988865388,2.73749683726491
Sweden,404508.55,172,2010-01-01,SE,752,52869.0442891587,90.0,8.61,100.0,117.1682302,9378126.0,6105521.0,60639.0,81.4512195121951,,5.0526785726024,0.947565418694609
China,364749.2,113,2010-01-01,CN,156,4550.47394361131,34.3,4.53,99.7,63.71521287,1337705000.0,975573269.0,-216417.0,75.599,,10.1028326239837,6.88138025142841
Germany,343094.14,476,2010-01-01,DE,276,41572.4559481507,82.0,6.97,100.0,108.6995416,81776930.0,53930401.0,267047.0,79.9878048780488,,4.33960677706354,0.645275771121817
Ukraine,272262.62,88,2010-01-01,UA,804,3078.41479492188,23.3,8.1,99.9698333740234,117.7678197,45870741.0,32265881.0,8366.0,70.2653658536586,,4.5063448241537,13.6732282073329
France,232367.67,211,2010-01-01,FR,250,40676.0647913181,77.28,9.28,100.0,92.53807461,65030575.0,42084351.0,86355.0,81.6634146341463,,1.44824526229692,1.06969747621216
Russian Federation,173322.72,153,2010-01-01,RU,643,10674.990234375,49.0,7.37,99.2681579589844,165.6610167,142849468.0,102920842.0,253479.0,68.8412195121951,,4.45309639834757,14.1911095688207
Denmark,159310.82,119,2010-01-01,DK,208,58041.3984363385,88.72,7.75,100.0,115.672236,5547683.0,3629335.0,17037.0,79.1,,1.41948663073603,3.224072873962
Canada,132270.12,111,2010-01-01,CA,124,47562.0834253057,80.3,8.18,100.0,76.03888561,34004889.0,23592245.0,227724.0,81.3221951219512,,1.95092543950923,2.84863776634425
United Kingdom,117667.4,183,2010-01-01,GB,826,39598.957119545,85.0,7.79,100.0,122.2590493,62766365.0,41444114.0,281588.0,80.4024390243902,,1.44038415806527,1.58374132668224
Brazil,94267.91,45,2010-01-01,BR,076,11249.2918904352,40.65,8.426,98.6,100.293596,196353492.0,134182780.0,16843.0,73.182,,6.52281617922927,8.42333833667878
Finland,90040.65,105,2010-01-01,FI,246,46505.3031791811,86.89,8.39,100.0,156.4343557,5363352.0,3549606.0,14053.0,79.8707317073171,,2.71496673450685,0.322930666499261
Poland,88434.53,69,2010-01-01,PL,616,12504.2501856093,62.32,9.64,100.0,121.6459352,38042794.0,27149441.0,-8835.0,76.2463414634146,,3.22904912851982,1.5633507717248
Kazakhstan,52204.3,73,2010-01-01,KZ,398,9070.48825285747,31.6,5.77,100.0,116.6874561,16321872.0,11193587.0,23234.0,68.45,,5.79422511419499,19.5422853937296
Netherlands,48875.6,64,2010-01-01,NL,528,50999.7451168879,90.72,4.99,100.0,115.4171328,16615394.0,11139436.0,35628.0,80.7024390243902,,0.824259852819907,0.940413731811219
Italy,42598.94,15,2010-01-01,IT,380,36035.6449950691,53.68,8.36,100.0,156.5734737,59277417.0,38830477.0,270043.0,82.0365853658537,,1.40091534299962,0.436360537541674
Japan,39709.04,20,2010-01-01,JP,392,44968.1562349739,78.21,5.1,100.0,96.23879646,128070000.0,80939051.0,148460.0,82.8426829268293,,4.07922304843274,-1.88074194993916
Belarus,34623.98,10,2010-01-01,BY,112,6034.67885177216,31.8,6.054,94.3750762939453,106.1807277,9483836.0,6709807.0,4892.0,70.4048780487805,,8.03408814658195,11.2904747190259
Norway,30380.33,48,2010-01-01,NO,578,88163.2085931423,93.39,3.52,100.0,114.5108913,4889252.0,3237006.0,42906.0,80.9975609756098,,-0.460631256132487,5.95536133797087
Austria,23196.93,33,2010-01-01,AT,040,46903.7615854343,75.17,4.88,100.0,146.3739125,8363404.0,5648587.0,22786.0,80.5804878048781,,1.59257712849987,0.873054962177932
Peru,20341.74,5,2010-01-01,PE,604,5047.2046433225,34.77,3.6,88.123061,99.60853686,29229572.0,18424636.0,-181284.0,73.711,,7.51616967333678,5.71072859407522
Australia,18683.11,25,2010-01-01,AU,036,52147.0241942843,76.0,5.21,100.0,102.1836974,22031750.0,14844429.0,166833.0,81.6951219512195,,0.648500068252503,1.15185881776235
Belgium,16542.52,33,2010-01-01,BE,056,44184.946353964,77.63978551,8.29,100.0,111.731029,10895586.0,7176760.0,54611.0,80.1829268292683,,1.928764195703,1.89207786027008
Thailand,15697.88,5,2010-01-01,TH,764,4996.37209760091,22.4,0.62,99.7,105.0619397,68270489.0,49062663.0,52842.0,76.131,,6.79395991942746,4.08098922673743
Spain,15258.98,37,2010-01-01,ES,724,30532.4805081656,65.8,19.86,100.0,110.3421909,46576897.0,31708922.0,62782.0,81.6268292682927,,-0.297178903863639,0.153479379550461
Viet Nam,14667.6,38,2010-01-01,VN,0,1684.01177184608,30.65,1.11,97.43,127.6386103,87411012.0,60511470.0,-4382.0,73.513,,5.29329287922351,42.3032672488557
Portugal,11851.38,37,2010-01-01,PT,620,22520.6423124045,53.3,10.77,100.0,115.3184225,10573100.0,7002934.0,-11820.0,79.0268292682927,,1.69092841483231,0.642290869101615
Singapore,11356.72,15,2010-01-01,SG,702,47236.683084953,71.0,4.12,100.0,143.0129038,5076732.0,3987655.0,109045.0,81.5414634146342,,12.5085215498552,1.10780871344616
Argentina,11292.86,8,2010-01-01,AR,032,10385.9644319555,45.0,7.71,98.82,138.8859542,40788453.0,26042007.0,-4970.0,75.721,,9.84429639847724,20.915124272047
Turkey,10234.69,14,2010-01-01,TR,792,10622.7020439723,39.82,10.66,100.0,84.39011388,73142150.0,48942413.0,69638.0,75.069,,6.79208232586733,7.00928360259741
Hungary,9377.64,6,2010-01-01,HU,348,13217.5045951108,65.0,11.17,100.0,120.2766945,10000023.0,6874888.0,11394.0,74.2073170731707,,1.30495875677843,2.53257045300049
Czech Republic,8807.41,21,2010-01-01,CZ,203,19960.0684872157,68.82,7.28,100.0,123.5968488,10474410.0,7346295.0,34805.0,77.4243902439025,,2.13688048446924,-1.42531399212487
Malaysia,8593.47,21,2010-01-01,MY,458,8880.14580454109,56.3,3.39,99.4753112792969,117.9017242,28717731.0,19258859.0,114491.0,74.442,,5.55251852182685,7.26684593389439
Mexico,7000.0,6,2010-01-01,MX,484,9823.16407600128,31.05,5.3,99.236696,81.2063834,112532401.0,71958813.0,-41156.0,74.19,,3.58800270790793,4.37296442827116
Bulgaria,6334.64,18,2010-01-01,BG,100,6863.66706774052,46.23,10.28,93.5115585327148,134.3463722,7395599.0,5015444.0,-8686.0,73.5121951219512,,2.2260786772168,0.76412999957472
Slovakia,5025.99,7,2010-01-01,SK,0,16908.8479564876,75.71,14.39,100.0,109.7951532,5391428.0,3882973.0,-1558.0,75.1121951219512,,6.61722848630926,0.532696333414776
Switzerland,4362.14,10,2010-01-01,CH,756,76531.3729407691,83.9,4.81,100.0,123.2884262,7824909.0,5324519.0,75604.0,82.2463414634147,,2.17363816396787,0.312736574258764
Romania,4053.15,19,2010-01-01,RO,642,8397.80917311457,39.93,6.96,97.0966949462891,119.7922166,20246871.0,13873031.0,-112173.0,73.4585365853659,,-3.32875036446971,5.91030034291626
Bosnia and Herzegovina,3416.27,1,2010-01-01,BA,070,4506.93235205533,42.75,27.31,99.4940872192383,81.61010714,3811088.0,2662776.0,-67267.0,77.073,,2.62997048976155,1.40629396620604
Philippines,3300.0,10,2010-01-01,PH,608,2201.77682813479,25.0,3.61,85.4832077026367,87.86246562,94636700.0,57948012.0,-183268.0,70.754,,5.41803030821811,4.37088435978275
Malta,2508.1,12,2010-01-01,MT,470,21798.9142935915,63.0,6.85,100.0,108.793686,414508.0,285771.0,3049.0,81.3975609756098,,5.02649888712081,3.16569469553374
Estonia,2507.36,6,2010-01-01,EE,233,14663.0446126465,74.1,16.71,100.0,124.1280928,1331475.0,896373.0,-3759.0,75.4292682926829,,2.67816403908816,1.82235230425346
Hong Kong,2280.45,11,2010-01-01,HK,0,32550.136489179,72.0,4.33,100.0,193.3943064,7024200.0,5228958.0,10584.0,82.9575609756098,,5.98641164104676,0.270636822257146
Israel,1715.02,1,2010-01-01,IL,376,31266.6053174383,67.5,8.48,100.0,124.3237822,7623600.0,4742275.0,9580.0,81.6024390243903,,3.7557370227461,1.18745258697469
Ireland,1618.91,8,2010-01-01,IE,372,48663.6004439251,69.85,14.53,100.0,103.9095077,4560155.0,3080449.0,-27110.0,80.7439024390244,,1.1304241269158,-2.88983629770622
Chile,1090.0,2,2010-01-01,CL,152,12764.5931178671,45.0,8.41,99.5258941650391,116.7493111,17004162.0,11686611.0,26064.0,78.501,,4.78894268723008,8.85744149583176
Indonesia,1038.35,6,2010-01-01,ID,360,3094.44307866403,10.92,5.61,94.15,86.58861927,244016173.0,161537956.0,-77010.0,68.679,,4.90272857873705,15.2642936576363
Lithuania,1031.62,4,2010-01-01,LT,440,11987.508411647,62.12,17.81,99.7187728881836,155.8123414,3097282.0,2079598.0,-28864.0,73.2682926829268,,3.80531559028894,2.53348366045552
Croatia,897.68,2,2010-01-01,HR,191,13693.5000292691,56.55,11.62,100.0,112.8109576,4295427.0,2869698.0,-5624.0,76.4756097560976,,-1.0188153913509,0.929245868909916
Latvia,408.71,1,2010-01-01,LV,428,11420.9940032836,68.42,19.48,99.7528839111328,109.7343364,2097555.0,1409997.0,-14321.0,73.4829268292683,,-2.44615768269067,-0.360646954976275
India,354.15,1,2010-01-01,IN,356,1350.63447029491,7.5,8.3,76.3,60.63048058,1240613620.0,793438411.0,-380087.0,66.909,,7.01317458091675,10.5260308564116
New Zealand,296.83,2,2010-01-01,NZ,554,33676.7741239925,80.46,6.56,100.0,108.3670897,4350700.0,2879117.0,6258.0,80.9048780487805,,0.344965996793078,3.13709369087272
South Africa,179.29,2,2010-01-01,ZA,710,8059.56279824609,24.0,23.18,82.8,97.27155903,51784921.0,34370007.0,68599.0,58.899,,1.81773569736623,6.12843243160444
Pakistan,140.0,1,2010-01-01,PK,586,1011.59718017727,8.0,0.65,87.1227264404297,51.00722535,194454498.0,110893362.0,-431891.0,64.436,,-0.759129913637068,10.5886442624245
Morocco,13.93,1,2010-01-01,MA,504,3067.85180664063,52.0,9.09,95.7257232666016,98.88351218,32464865.0,21398743.0,-70490.0,70.829,,2.12270680993842,0.647501047462967
"Korea, Republic of",2740584.06,303,2011-01-01,KR,0,25097.595426845,83.75912015,2.99,100.0,106.7865025,49936638.0,36354941.0,259829.0,80.5682926829269,,2.89141199434026,1.2818638059201
United States,2089780.37,786,2011-01-01,US,840,50065.9665041742,69.72946076,8.95,100.0,94.75188415,311583481.0,208717283.0,1322433.0,78.6414634146341,,0.814519357932042,2.0777138203681
Ukraine,831823.11,55,2011-01-01,UA,804,3704.84228515625,28.70826284,7.85,99.9957733154297,121.9416066,45706086.0,32199212.0,13301.0,70.8092682926829,,5.82514665636418,14.1819086626365
China,748198.44,196,2011-01-01,CN,156,5614.3860223103,38.3,4.55,99.88720703125,72.67381064,1345035000.0,979815828.0,-147585.0,75.903,,8.95381604181145,8.07568446703404
United Kingdom,480456.74,200,2011-01-01,GB,826,42109.6418795749,85.37999855,8.04,100.0,121.9256338,63258810.0,41607173.0,277521.0,80.9512195121951,,0.357726635762319,2.18918472084017
Sweden,476677.35,147,2011-01-01,SE,752,60755.7595508465,92.76998606,7.8,100.0,120.9864009,9449213.0,6112322.0,65397.0,81.8024390243903,,2.41898851140094,1.08835940037071
Russian Federation,401030.77,129,2011-01-01,RU,643,14311.064453125,58.0,6.54,99.2094802856445,141.7866096,142960908.0,102850020.0,295952.0,69.6839024390244,,4.21872333852829,24.4600860621898
France,360878.6,235,2011-01-01,FR,250,43846.4660764798,77.81999899,9.23,100.0,95.28593331,65345233.0,42095743.0,65188.0,82.1146341463415,,1.70061040175906,0.947960225382971
Germany,336634.47,210,2011-01-01,DE,276,46705.8957963353,81.26999954,5.82,100.0,111.6386991,80274983.0,53064867.0,293051.0,80.4365853658537,,5.86963573749217,1.06948374534943
Poland,275466.36,83,2011-01-01,PL,616,13776.3883624327,61.94999897,9.63,100.0,129.8786171,38063255.0,27117387.0,-12188.0,76.6951219512195,,4.98572218638633,3.116063878264
Canada,230618.32,133,2011-01-01,CA,124,52223.696112356,83.0,7.64,100.0,78.19708293,34339328.0,23758358.0,228828.0,81.4826829268293,,2.13271637099062,3.24445517550211
Estonia,204897.31,19,2011-01-01,EE,233,17487.8047830922,76.5,12.33,100.0,136.0581244,1327439.0,889309.0,-3929.0,76.2292682926829,,7.58921166461815,5.4737367852274
Denmark,195504.61,117,2011-01-01,DK,208,61753.647131977,89.81001339,7.77,100.0,128.6435512,5570572.0,3627006.0,18519.0,79.8,,0.920393685285319,0.638643467690599
Singapore,154154.25,22,2011-01-01,SG,702,53891.4570264372,71.0,3.89,100.0,147.5817519,5183688.0,4070632.0,72396.0,81.7439024390244,,4.02338164865897,1.17079820355097
Finland,107864.51,85,2011-01-01,FI,246,51148.9316365833,88.70999491,7.78,100.0,165.9191643,5388272.0,3539610.0,16712.0,80.4707317073171,,2.07339631453335,2.6235333499222
Netherlands,62244.38,61,2011-01-01,NL,528,54230.3129029852,91.41999576,4.98,100.0,118.7279121,16693074.0,11136315.0,41782.0,81.2048780487805,,1.07862827391094,0.193652086824386
Japan,59438.3,15,2011-01-01,JP,392,48760.0789494211,79.05411352,4.55,100.0,103.7137488,127833000.0,80425404.0,139793.0,82.5912195121951,,0.209251802819637,-1.62208025009267
Spain,49904.74,46,2011-01-01,ES,724,31677.9003083652,67.08999939,21.39,100.0,112.5430587,46742697.0,31650627.0,57170.0,82.4756097560976,,-1.16620390689791,-0.0197393356852871
Thailand,42298.67,14,2011-01-01,TH,764,5396.64358573682,23.66992562,0.66,99.3199768066406,112.714004,68712846.0,49465394.0,66775.0,76.421,,0.190947237648118,3.7430981204437
Belgium,35217.22,32,2011-01-01,BE,056,47410.5669277464,81.609996,7.14,100.0,114.0583084,11038264.0,7249661.0,55511.0,80.5853658536585,,0.38003456979618,1.8072994675872
Australia,32330.2,30,2011-01-01,AU,036,62609.6607161044,79.48769771,5.08,100.0,106.4049909,22340024.0,15010632.0,197748.0,81.8951219512195,,0.995812001601593,6.20209860660222
Portugal,32290.21,36,2011-01-01,PT,620,23217.2954965207,55.24999688,12.68,100.0,116.7515206,10557560.0,6976649.0,-24048.0,80.4707317073171,,-1.55146831672478,-0.265123394841666
Kazakhstan,28410.89,207,2011-01-01,KZ,398,11633.9985836418,50.6,5.39,99.7974683544304,149.6645373,16557202.0,11318359.0,14829.0,68.69,,5.87350766292121,20.5429582655299
Brazil,26497.21,32,2011-01-01,BR,076,13200.5562348789,45.69,7.58,99.328691,118.2517092,198185302.0,136055226.0,33631.0,73.343,,3.01339627261974,8.3185922188201
Norway,25351.14,31,2011-01-01,NO,578,101221.813476644,93.48998265,3.21,100.0,115.5824466,4953088.0,3275246.0,47281.0,81.2951219512195,,-0.197405953019441,6.67279000191441
Malaysia,24160.59,20,2011-01-01,MY,458,10209.3719445027,61.0,3.05,99.4963226318359,125.6206583,29184133.0,19723077.0,115314.0,74.746,,3.61117339714292,5.41240809007968
Italy,23294.41,18,2011-01-01,IT,380,38649.6394836789,54.3899983,8.36,100.0,159.9989834,59379449.0,38780536.0,195257.0,82.1878048780488,,0.534287439584816,1.60717698349345
Romania,19041.52,31,2011-01-01,RO,642,9560.15942530942,40.00999678,7.18,97.4300842285156,115.8242824,20147528.0,13765024.0,-47867.0,74.409756097561,,5.03243758056851,3.97694334974207
Belarus,17908.21,11,2011-01-01,BY,112,6527.6593428786,39.64889566,6.022,94.977409362793,110.177396,9461643.0,6683135.0,7578.0,70.5536585365854,,5.62588124107373,71.0388215239761
Slovakia,14393.27,8,2011-01-01,SK,0,18509.7402157541,74.43999717,13.63,100.0,110.7424278,5398384.0,3880260.0,-1855.0,75.9585365853659,,2.53915714663711,1.67683127093341
Bosnia and Herzegovina,13994.39,2,2011-01-01,BA,070,4980.90468838995,43.88768653,27.58,99.705780546902,84.72248715,3743142.0,2618068.0,-64918.0,77.007,,2.79214141494666,2.43252790824482
Austria,13884.61,29,2011-01-01,AT,040,51442.2762464407,78.7399931,4.64,100.0,155.1932739,8391643.0,5675763.0,31665.0,80.9829268292683,,2.57644831811446,1.83341024455663
Bulgaria,13036.75,29,2011-01-01,BG,100,7857.16706984441,47.97999305,11.26,94.1181869506836,138.869183,7348328.0,4948648.0,-11262.0,74.1634146341463,,2.74691076533668,6.11282991673312
Cuba,12000.0,1,2011-01-01,CU,192,6106.0067919258,16.0172908,3.18,98.0224609375,11.63974471,11298710.0,7848484.0,-28752.0,77.76,,2.72684625087871,4.32376713223725
Israel,11842.89,9,2011-01-01,IL,376,34354.7161182231,68.87387799,7.14,100.0,123.3285463,7765800.0,4814219.0,9605.0,81.6560975609756,,3.6282031289701,1.46847532002307
Mexico,11558.0,5,2011-01-01,MX,484,10766.6099388208,37.17629541,5.17,99.0047225952148,82.85839199,114150481.0,73339669.0,4184.0,74.365,,1.97772851976931,5.66963362393503
Croatia,11332.4,8,2011-01-01,HR,191,14655.8743881973,57.78997899,13.68,100.0,117.5396533,4280622.0,2863337.0,-8241.0,76.7756097560976,,0.26262979333012,1.66784483657254
Philippines,10636.26,14,2011-01-01,PH,608,2431.19996066282,29.0,3.59,87.2,97.77022573,96337913.0,59285550.0,-103875.0,70.788,,2.02421991760072,3.91880578110506
Macao,10327.42,1,2011-01-01,MO,446,64528.3628232928,60.20369672,2.56,100.0,236.9854449,571003.0,457363.0,9169.0,83.229,,18.6974378858352,7.49064057629086
Peru,10241.74,9,2011-01-01,PE,604,5826.83230656078,36.01,3.48,89.707491,110.1218612,29477721.0,18615402.0,-148270.0,74.133,,5.43211009632483,6.7457871247569
Chile,8534.04,3,2011-01-01,CL,152,14637.7561666254,52.24960729,7.32,99.588193,129.9394599,17173573.0,11832020.0,28128.0,79.11,,5.17603699803075,3.26051486014924
Turkey,7182.92,10,2011-01-01,TR,792,11300.7852215681,43.06571043,8.8,100.0,88.06572866,74223629.0,49909186.0,68855.0,74.941,,9.57986395820123,8.20084709330651
Hong Kong,6815.84,15,2011-01-01,HK,0,35142.4879344543,72.2,3.42,100.0,213.1309854,7071600.0,5270246.0,25348.0,83.4119512195122,,4.1121731416727,3.89784727408214
Czech Republic,6276.94,23,2011-01-01,CZ,203,21871.2660754128,70.49,6.71,100.0,125.4499409,10496088.0,7295370.0,16409.0,77.8731707317073,,1.55018979013502,-0.02057195800937
New Zealand,6010.18,3,2011-01-01,NZ,554,38387.6270784076,81.23,6.49,100.0,110.0137882,4384000.0,2892041.0,-2405.0,81.1560975609756,,1.44512484837549,2.4851390104337
Hungary,5931.17,16,2011-01-01,HU,348,14234.471576937,68.01998789,11.03,100.0,117.4485123,9971727.0,6849382.0,889.0,74.8585365853659,,2.15589713714503,1.92872070289376
Switzerland,5489.45,6,2011-01-01,CH,756,90476.7589651577,85.19302818,4.41,100.0,127.4511306,7912398.0,5373298.0,66975.0,82.6951219512195,,0.687339869637952,-0.0204529167059491
Colombia,5000.0,1,2011-01-01,CO,170,7392.94359956308,40.35091575,10.29,96.6936,101.9676509,45308899.0,30507350.0,-46273.0,75.32,,5.78469976561988,6.38680337285258
